51,33,59,464,74,4.723,2019-06-02,2019-06-02
52,60,7,974,69,5.879,2019-06-02,2019-06-02
53,39,36,1464,96,19.0,2019-06-02,2019-06-02
54,26,19,1822,27,2.0,2019-06-02,2019-06-02
55,34,33,1138,42,9.63,2019-06-02,2019-06-02
56,55,26,908,55,3.277,2019-06-02,2019-06-02
57,32,8,789,30,13.664,2019-06-02,2019-06-02
58,19,7,342,38,13.027,2019-06-02,2019-06-02
59,34,29,1470,89,12.714,2019-06-02,2019-06-02
60,41,7,1477,17,17.342,2019-06-02,2019-06-02
61,6,26,1393,69,4.3,2019-06-02,2019-06-02
62,43,6,383,18,13.44,2019-06-02,2019-06-02
63,2,1,1118,81,7.74,2019-06-02,2019-06-02
64,13,14,205,17,5.0,2019-06-02,2019-06-02
65,19,56,534,59,8.578,2019-06-02,2019-06-02
66,19,4,1959,66,7.22,2019-06-02,2019-06-02
67,29,29,1196,61,9.507,2019-06-02,2019-06-02
68,2,16,494,46,11.491,2019-06-02,2019-06-02
69,37,4,1288,12,3.262,2019-06-02,2019-06-02
70,15,12,1294,22,4.064,2019-06-02,2019-06-02
71,17,10,610,84,15.4,2019-06-02,2019-06-02
72,24,17,714,7,19.3,2019-06-02,2019-06-02
73,54,36,1952,80,10.223,2019-06-02,2019-06-02
74,10,38,125,47,5.977,2019-06-02,2019-06-02
75,45,23,664,26,15.389,2019-06-02,2019-06-02
76,28,46,1029,99,15.0,2019-06-02,2019-06-02
77,40,20,1968,86,1.079,2019-06-02,2019-06-02
78,14,15,400,79,11.466,2019-06-02,2019-06-02
79,24,20,1576,11,15.0,2019-06-02,2019-06-02
80,26,38,794,83,14.341,2019-06-02,2019-06-02
81,2,53,1297,95,1.014,2019-06-02,2019-06-02
82,49,17,1913,18,2.26,2019-06-02,2019-06-02
83,28,36,1168,34,19.136,2019-06-02,2019-06-02
84,13,44,301,82,2.202,2019-06-02,2019-06-02
85,43,5,277,87,11.556,2019-06-02,2019-06-02
86,35,30,307,28,2.36,2019-06-02,2019-06-02
87,38,19,773,48,10.651,2019-06-02,2019-06-02
88,6,57,1959,91,9.146,2019-06-02,2019-06-02
89,18,40,735,67,8.365,2019-06-02,2019-06-02
90,40,39,707,28,12.0,2019-06-02,2019-06-02
91,20,18,1839,6,7.027,2019-06-02,2019-06-02
92,24,55,961,37,6.22,2019-06-02,2019-06-02
93,60,16,692,32,12.0,2019-06-02,2019-06-02
94,29,23,1817,62,18.0,2019-06-02,2019-06-02
95,48,14,49,10,18.357,2019-06-02,2019-06-02
96,54,15,267,73,15.047,2019-06-02,2019-06-02
97,6,2,134,36,6.0,2019-06-02,2019-06-02
98,21,41,255,11,13.688,2019-06-02,2019-06-02
99,34,7,819,8,17.392,2019-06-02,2019-06-02
100,52,44,1430,20,14.406,2019-06-02,2019-06-02
101,42,17,179,59,18.84,2019-06-02,2019-06-02
102,30,23,506,74,11.33,2019-06-02,2019-06-02
103,55,14,1653,3,5.0,2019-06-02,2019-06-02
104,5,33,46,33,10.58,2019-06-02,2019-06-02
105,25,19,1418,19,18.78,2019-06-02,2019-06-02
106,9,56,46,40,11.265,2019-06-02,2019-06-02
107,51,12,1902,80,5.372,2019-06-02,2019-06-02
108,23,23,1402,30,5.0,2019-06-02,2019-06-02
109,35,21,392,87,11.997,2019-06-02,2019-06-02
110,20,40,1184,78,6.4,2019-06-02,2019-06-02
111,18,43,261,96,2.688,2019-06-02,2019-06-02
112,52,12,1793,43,14.32,2019-06-02,2019-06-02
113,18,52,997,86,18.965,2019-06-02,2019-06-02
114,33,36,805,72,7.769,2019-06-02,2019-06-02
115,28,12,1173,62,6.424,2019-06-02,2019-06-02
116,30,26,1386,63,17.032,2019-06-02,2019-06-02
117,50,37,1279,57,13.0,2019-06-02,2019-06-02
118,55,36,899,57,3.89,2019-06-02,2019-06-02
119,20,20,1790,31,6.7,2019-06-02,2019-06-02
120,8,27,1970,4,4.41,2019-06-02,2019-06-02
121,42,9,1295,17,7.229,2019-06-02,2019-06-02
122,3,26,7,43,13.0,2019-06-02,2019-06-02
123,2,45,839,27,6.441,2019-06-02,2019-06-02
124,18,42,1454,35,2.392,2019-06-02,2019-06-02
125,34,14,718,36,7.86,2019-06-02,2019-06-02
126,41,5,1890,36,10.998,2019-06-02,2019-06-02
127,55,25,112,31,18.756,2019-06-02,2019-06-02
128,12,38,1225,8,2.0,2019-06-02,2019-06-02
129,10,18,1799,34,10.051,2019-06-02,2019-06-02
130,17,8,222,43,7.823,2019-06-02,2019-06-02
131,40,49,1259,30,1.378,2019-06-02,2019-06-02
132,41,8,773,81,15.551,2019-06-02,2019-06-02
133,45,16,1345,79,15.541,2019-06-02,2019-06-02
134,32,26,532,15,1.429,2019-06-02,2019-06-02
135,1,40,1244,3,11.021,2019-06-02,2019-06-02
136,30,34,575,10,12.0,2019-06-02,2019-06-02
137,7,17,172,40,14.739,2019-06-02,2019-06-02
138,13,35,1050,20,9.23,2019-06-02,2019-06-02
139,20,44,637,97,13.8,2019-06-02,2019-06-02
140,34,19,540,88,9.182,2019-06-02,2019-06-02
141,9,33,1815,56,17.62,2019-06-02,2019-06-02
142,20,34,239,44,18.959,2019-06-02,2019-06-02
143,9,22,1629,34,18.307,2019-06-02,2019-06-02
144,9,59,1822,24,13.766,2019-06-02,2019-06-02
145,49,9,870,90,16.293,2019-06-02,2019-06-02
146,17,1,227,49,9.142,2019-06-02,2019-06-02
147,41,22,56,8,14.718,2019-06-02,2019-06-02
148,54,42,1823,64,9.9,2019-06-02,2019-06-02
149,39,13,936,77,16.091,2019-06-02,2019-06-02
150,41,18,914,31,15.754,2019-06-02,2019-06-02
151,2,38,456,78,4.156,2019-06-02,2019-06-02
152,10,36,1420,22,19.192,2019-06-02,2019-06-02
153,23,29,1089,33,13.0,2019-06-02,2019-06-02
154,35,34,154,61,9.988,2019-06-02,2019-06-02
155,13,49,207,56,5.343,2019-06-02,2019-06-02
156,39,37,368,45,15.189,2019-06-02,2019-06-02
157,56,29,1934,55,7.0,2019-06-02,2019-06-02
158,27,54,1420,9,12.0,2019-06-02,2019-06-02
159,15,55,1059,34,18.527,2019-06-02,2019-06-02
160,58,54,1924,10,17.615,2019-06-02,2019-06-02
161,10,51,1169,55,8.096,2019-06-02,2019-06-02
162,55,9,150,15,10.0,2019-06-02,2019-06-02
163,1,50,87,97,19.639,2019-06-02,2019-06-02
164,60,34,813,44,6.311,2019-06-02,2019-06-02
165,36,25,1833,59,9.0,2019-06-02,2019-06-02
166,9,33,798,84,18.968,2019-06-02,2019-06-02
167,39,41,567,17,9.93,2019-06-02,2019-06-02
168,60,25,447,25,18.66,2019-06-02,2019-06-02
169,32,44,1453,42,5.0,2019-06-02,2019-06-02
170,25,54,1416,73,3.12,2019-06-02,2019-06-02
171,28,30,856,46,4.879,2019-06-02,2019-06-02
172,21,29,392,82,6.767,2019-06-02,2019-06-02
173,40,27,741,29,19.365,2019-06-02,2019-06-02
174,37,18,821,89,18.5,2019-06-02,2019-06-02
175,51,58,11,67,15.011,2019-06-02,2019-06-02
176,21,35,747,29,10.431,2019-06-02,2019-06-02
177,47,32,943,36,1.682,2019-06-02,2019-06-02
178,50,21,1375,0,15.611,2019-06-02,2019-06-02
179,60,43,905,68,15.843,2019-06-02,2019-06-02
180,24,21,1385,3,15.051,2019-06-02,2019-06-02
181,29,37,1414,76,8.026,2019-06-02,2019-06-02
182,35,53,816,4,15.0,2019-06-02,2019-06-02
183,27,32,1644,73,9.1,2019-06-02,2019-06-02
184,25,45,744,63,11.951,2019-06-02,2019-06-02
185,59,39,675,99,10.611,2019-06-02,2019-06-02
186,13,12,742,46,13.4,2019-06-02,2019-06-02
187,14,49,84,84,5.622,2019-06-02,2019-06-02
188,7,44,1469,33,2.2,2019-06-02,2019-06-02
189,12,1,385,69,13.993,2019-06-02,2019-06-02
190,5,13,643,70,11.296,2019-06-02,2019-06-02
191,42,15,1422,50,16.0,2019-06-02,2019-06-02
192,59,38,1549,94,8.0,2019-06-02,2019-06-02
193,30,57,1293,10,12.377,2019-06-02,2019-06-02
194,13,30,1761,18,17.76,2019-06-02,2019-06-02
195,36,38,1036,46,17.69,2019-06-02,2019-06-02
196,29,33,1993,37,6.443,2019-06-02,2019-06-02
197,22,40,684,83,18.242,2019-06-02,2019-06-02
198,28,42,327,80,8.03,2019-06-02,2019-06-02
199,22,17,1522,6,1.892,2019-06-02,2019-06-02
200,55,30,1842,53,12.844,2019-06-02,2019-06-02
201,41,35,1024,29,8.617,2019-06-02,2019-06-02
202,59,41,1843,24,12.03,2019-06-02,2019-06-02
203,20,50,117,85,6.083,2019-06-02,2019-06-02
204,11,12,1779,97,18.71,2019-06-02,2019-06-02
205,11,36,116,92,7.1,2019-06-02,2019-06-02
206,53,7,1752,86,19.317,2019-06-02,2019-06-02
207,60,7,1566,23,3.4,2019-06-02,2019-06-02
208,1,57,215,8,11.0,2019-06-02,2019-06-02
209,38,9,1511,48,5.257,2019-06-02,2019-06-02
210,3,34,781,59,19.982,2019-06-02,2019-06-02
211,26,19,1074,54,16.38,2019-06-02,2019-06-02
212,50,39,551,28,12.371,2019-06-02,2019-06-02
213,57,35,1752,89,4.439,2019-06-02,2019-06-02
214,7,4,1480,50,12.41,2019-06-02,2019-06-02
215,33,46,783,90,11.0,2019-06-02,2019-06-02
216,7,53,115,40,10.282,2019-06-02,2019-06-02
217,35,27,960,24,18.98,2019-06-02,2019-06-02
218,8,50,1260,1,4.0,2019-06-02,2019-06-02
219,4,47,1184,70,15.288,2019-06-02,2019-06-02
220,4,44,1674,61,11.419,2019-06-02,2019-06-02
221,27,58,1881,5,7.106,2019-06-02,2019-06-02
222,4,17,449,55,12.4,2019-06-02,2019-06-02
223,7,42,373,72,11.101,2019-06-02,2019-06-02
224,5,51,351,97,7.797,2019-06-02,2019-06-02
225,8,10,1539,9,8.33,2019-06-02,2019-06-02
226,10,44,377,47,11.882,2019-06-02,2019-06-02
227,45,54,844,75,5.083,2019-06-02,2019-06-02
228,35,10,1446,31,16.477,2019-06-02,2019-06-02
229,25,13,824,40,7.201,2019-06-02,2019-06-02
230,38,46,1617,80,7.0,2019-06-02,2019-06-02
231,35,59,1131,16,16.012,2019-06-02,2019-06-02
232,20,26,1902,82,10.963,2019-06-02,2019-06-02
233,38,60,1495,49,18.386,2019-06-02,2019-06-02
234,35,52,169,52,8.687,2019-06-02,2019-06-02
235,51,20,940,84,1.543,2019-06-02,2019-06-02
236,30,58,1215,43,12.018,2019-06-02,2019-06-02
237,22,36,1368,15,6.01,2019-06-02,2019-06-02
238,56,23,164,4,10.134,2019-06-02,2019-06-02
239,6,26,1902,90,3.317,2019-06-02,2019-06-02
240,8,34,476,76,1.181,2019-06-02,2019-06-02
241,11,41,1487,0,12.5,2019-06-02,2019-06-02
242,54,57,121,71,2.72,2019-06-02,2019-06-02
243,18,2,1365,69,15.884,2019-06-02,2019-06-02
244,11,49,1797,92,3.73,2019-06-02,2019-06-02
245,30,1,1780,29,4.7,2019-06-02,2019-06-02
246,56,47,742,96,6.0,2019-06-02,2019-06-02
247,41,30,1096,92,18.875,2019-06-02,2019-06-02
248,22,18,1197,27,2.678,2019-06-02,2019-06-02
249,51,34,677,86,10.231,2019-06-02,2019-06-02
250,37,53,1327,18,2.0,2019-06-02,2019-06-02
251,37,28,731,43,12.0,2019-06-02,2019-06-02
252,40,28,322,49,2.853,2019-06-02,2019-06-02
253,13,26,1798,76,10.737,2019-06-02,2019-06-02
254,23,4,706,76,5.64,2019-06-02,2019-06-02
255,2,56,1494,92,5.893,2019-06-02,2019-06-02
256,45,11,347,70,19.803,2019-06-02,2019-06-02
257,55,6,604,47,1.687,2019-06-02,2019-06-02
258,28,17,154,44,8.414,2019-06-02,2019-06-02
259,18,12,1939,88,10.0,2019-06-02,2019-06-02
260,16,32,679,11,8.795,2019-06-02,2019-06-02
261,7,56,1074,69,16.095,2019-06-02,2019-06-02
262,51,41,1571,41,15.963,2019-06-02,2019-06-02
263,29,31,1609,19,16.0,2019-06-02,2019-06-02
264,7,52,4,88,12.1,2019-06-02,2019-06-02
265,37,16,1821,65,3.999,2019-06-02,2019-06-02
266,32,32,624,31,13.968,2019-06-02,2019-06-02
267,15,8,1143,26,11.743,2019-06-02,2019-06-02
268,3,1,1760,23,5.0,2019-06-02,2019-06-02
269,12,9,1093,1,7.164,2019-06-02,2019-06-02
270,50,23,1157,2,17.117,2019-06-02,2019-06-02
271,15,5,1593,4,1.366,2019-06-02,2019-06-02
272,22,31,1755,84,19.0,2019-06-02,2019-06-02
273,3,34,542,39,13.53,2019-06-02,2019-06-02
274,37,27,1988,2,12.653,2019-06-02,2019-06-02
275,49,33,1569,86,10.836,2019-06-02,2019-06-02
276,35,38,440,45,13.497,2019-06-02,2019-06-02
277,16,52,1214,89,9.449,2019-06-02,2019-06-02
278,59,14,1550,11,14.1,2019-06-02,2019-06-02
279,41,47,179,34,7.49,2019-06-02,2019-06-02
280,51,41,615,1,11.341,2019-06-02,2019-06-02
281,26,50,250,59,9.929,2019-06-02,2019-06-02
282,12,27,356,42,16.363,2019-06-02,2019-06-02
283,10,48,255,99,6.616,2019-06-02,2019-06-02
284,8,32,864,72,2.081,2019-06-02,2019-06-02
285,3,32,717,29,1.565,2019-06-02,2019-06-02
286,30,41,531,21,18.414,2019-06-02,2019-06-02
287,2,58,752,85,10.274,2019-06-02,2019-06-02
288,50,13,197,1,2.168,2019-06-02,2019-06-02
289,6,38,653,59,19.0,2019-06-02,2019-06-02
290,11,32,57,49,5.7,2019-06-02,2019-06-02
291,25,55,1739,87,18.0,2019-06-02,2019-06-02
292,11,39,649,89,13.0,2019-06-02,2019-06-02
293,22,46,658,56,13.333,2019-06-02,2019-06-02
294,9,28,1355,40,17.205,2019-06-02,2019-06-02
295,44,10,1635,2,2.924,2019-06-02,2019-06-02
296,43,36,773,79,1.8,2019-06-02,2019-06-02
297,53,56,1538,75,5.03,2019-06-02,2019-06-02
298,37,50,1641,86,11.91,2019-06-02,2019-06-02
299,34,33,1197,21,5.988,2019-06-02,2019-06-02
300,24,22,1334,53,2.0,2019-06-02,2019-06-02
301,20,39,1952,70,17.529,2019-06-02,2019-06-02
302,15,24,1264,35,2.0,2019-06-02,2019-06-02
303,26,10,1610,58,17.027,2019-06-02,2019-06-02
304,20,12,1335,84,3.231,2019-06-02,2019-06-02
305,54,9,1841,10,8.406,2019-06-02,2019-06-02
306,51,20,1843,74,1.976,2019-06-02,2019-06-02
307,17,37,83,52,1.283,2019-06-02,2019-06-02
308,48,53,544,58,11.27,2019-06-02,2019-06-02
309,2,3,376,70,6.521,2019-06-02,2019-06-02
310,38,34,1245,84,2.057,2019-06-02,2019-06-02
311,41,7,260,75,2.326,2019-06-02,2019-06-02
312,55,54,1735,0,12.3,2019-06-02,2019-06-02
313,52,31,403,54,12.96,2019-06-02,2019-06-02
314,15,32,1349,38,18.577,2019-06-02,2019-06-02
315,3,4,1568,68,7.0,2019-06-02,2019-06-02
316,1,31,553,42,8.25,2019-06-02,2019-06-02
317,60,29,600,64,16.99,2019-06-02,2019-06-02
318,52,40,1015,14,14.9,2019-06-02,2019-06-02
319,4,7,1077,55,1.3,2019-06-02,2019-06-02
320,45,38,547,26,3.77,2019-06-02,2019-06-02
321,54,32,1130,58,17.555,2019-06-02,2019-06-02
322,12,45,1734,18,10.0,2019-06-02,2019-06-02
323,27,24,604,23,14.0,2019-06-02,2019-06-02
324,55,4,1217,61,3.593,2019-06-02,2019-06-02
325,20,42,1931,58,4.263,2019-06-02,2019-06-02
326,19,27,634,22,8.697,2019-06-02,2019-06-02
327,45,53,1245,80,3.779,2019-06-02,2019-06-02
328,36,49,184,45,10.0,2019-06-02,2019-06-02
329,41,53,347,99,10.539,2019-06-02,2019-06-02
330,39,7,1179,17,17.295,2019-06-02,2019-06-02
331,51,55,486,86,7.798,2019-06-02,2019-06-02
332,26,50,274,72,18.642,2019-06-02,2019-06-02
333,7,5,1436,77,12.848,2019-06-02,2019-06-02
334,3,24,914,98,1.929,2019-06-02,2019-06-02
335,49,58,694,51,1.7,2019-06-02,2019-06-02
336,32,12,1731,89,4.0,2019-06-02,2019-06-02
337,46,15,1879,86,9.184,2019-06-02,2019-06-02
338,57,8,516,63,15.444,2019-06-02,2019-06-02
339,11,39,647,14,18.39,2019-06-02,2019-06-02
340,28,28,1688,75,19.74,2019-06-02,2019-06-02
341,23,45,885,44,15.181,2019-06-02,2019-06-02
342,51,2,1640,50,3.504,2019-06-02,2019-06-02
343,29,36,1547,7,17.6,2019-06-02,2019-06-02
344,45,45,1693,46,9.741,2019-06-02,2019-06-02
345,1,35,1088,83,15.092,2019-06-02,2019-06-02
346,45,41,1202,14,14.95,2019-06-02,2019-06-02
347,24,31,906,19,7.951,2019-06-02,2019-06-02
348,59,12,732,90,8.045,2019-06-02,2019-06-02
349,23,60,1727,5,5.119,2019-06-02,2019-06-02
350,50,5,1672,4,14.574,2019-06-02,2019-06-02
351,43,18,429,16,7.092,2019-06-02,2019-06-02
352,55,14,510,23,6.956,2019-06-02,2019-06-02
353,42,8,15,80,1.212,2019-06-02,2019-06-02
354,27,38,1828,73,15.948,2019-06-02,2019-06-02
355,16,43,838,84,8.491,2019-06-02,2019-06-02
356,5,22,1111,84,13.876,2019-06-02,2019-06-02
357,50,13,1267,22,5.85,2019-06-02,2019-06-02
358,41,60,122,17,17.968,2019-06-02,2019-06-02
359,40,55,682,95,2.22,2019-06-02,2019-06-02
360,48,35,272,23,4.7,2019-06-02,2019-06-02
361,38,46,974,27,15.943,2019-06-02,2019-06-02
362,22,1,1963,91,14.283,2019-06-02,2019-06-02
363,7,55,75,11,12.1,2019-06-02,2019-06-02
364,7,25,1753,16,5.7,2019-06-02,2019-06-02
365,38,10,1856,66,9.518,2019-06-02,2019-06-02
366,34,4,1712,8,15.666,2019-06-02,2019-06-02
367,54,24,670,77,4.812,2019-06-02,2019-06-02
368,39,4,1403,73,2.868,2019-06-02,2019-06-02
369,37,54,1431,18,12.0,2019-06-02,2019-06-02
370,48,42,1179,18,2.0,2019-06-02,2019-06-02
371,3,1,380,18,3.915,2019-06-02,2019-06-02
372,46,31,1871,81,4.399,2019-06-02,2019-06-02
373,60,31,385,42,16.836,2019-06-02,2019-06-02
374,58,19,795,2,3.024,2019-06-02,2019-06-02
375,55,29,858,85,6.777,2019-06-02,2019-06-02
376,45,31,1272,34,5.5,2019-06-02,2019-06-02
377,15,9,1518,70,13.808,2019-06-02,2019-06-02
378,41,55,423,12,5.7,2019-06-02,2019-06-02
379,21,13,939,27,2.7,2019-06-02,2019-06-02
380,26,34,731,39,18.405,2019-06-02,2019-06-02
381,23,20,1189,84,10.06,2019-06-02,2019-06-02
382,32,46,1098,84,1.689,2019-06-02,2019-06-02
383,45,52,243,24,8.957,2019-06-02,2019-06-02
384,47,7,554,69,2.0,2019-06-02,2019-06-02
385,55,26,839,42,15.173,2019-06-02,2019-06-02
386,3,49,121,72,17.049,2019-06-02,2019-06-02
387,19,52,999,46,11.9,2019-06-02,2019-06-02
388,22,10,442,80,2.9,2019-06-02,2019-06-02
389,39,1,1215,52,7.0,2019-06-02,2019-06-02
390,19,49,1759,30,15.674,2019-06-02,2019-06-02
391,25,51,1351,92,9.475,2019-06-02,2019-06-02
392,5,20,1781,71,15.25,2019-06-02,2019-06-02
393,18,59,241,71,14.1,2019-06-02,2019-06-02
394,12,2,305,72,19.23,2019-06-02,2019-06-02
395,17,26,1267,65,1.386,2019-06-02,2019-06-02
396,28,3,577,48,8.447,2019-06-02,2019-06-02
397,37,43,1727,71,1.792,2019-06-02,2019-06-02
398,28,50,1525,25,10.766,2019-06-02,2019-06-02
399,55,28,410,15,13.781,2019-06-02,2019-06-02
400,52,3,1273,97,19.0,2019-06-02,2019-06-02
401,3,47,9,9,11.152,2019-06-02,2019-06-02
402,26,59,513,82,3.455,2019-06-02,2019-06-02
403,12,58,823,93,8.042,2019-06-02,2019-06-02
404,4,2,1456,33,3.717,2019-06-02,2019-06-02
405,13,22,832,50,8.076,2019-06-02,2019-06-02
406,26,32,120,23,19.895,2019-06-02,2019-06-02
407,4,59,1599,31,18.69,2019-06-02,2019-06-02
408,4,51,1416,75,2.521,2019-06-02,2019-06-02
409,54,26,138,64,7.15,2019-06-02,2019-06-02
410,38,45,1559,95,3.412,2019-06-02,2019-06-02
411,34,34,1327,85,4.144,2019-06-02,2019-06-02
412,13,30,1148,60,11.56,2019-06-02,2019-06-02
413,30,57,1031,10,16.6,2019-06-02,2019-06-02
414,45,51,638,48,11.245,2019-06-02,2019-06-02
415,20,51,1692,18,8.97,2019-06-02,2019-06-02
416,53,29,406,98,3.404,2019-06-02,2019-06-02
417,39,47,1872,87,3.038,2019-06-02,2019-06-02
418,9,17,709,72,15.84,2019-06-02,2019-06-02
419,24,32,622,58,19.0,2019-06-02,2019-06-02
420,39,30,44,85,5.125,2019-06-02,2019-06-02
421,1,44,1618,42,5.0,2019-06-02,2019-06-02
422,2,32,352,97,4.303,2019-06-02,2019-06-02
423,5,49,378,47,11.703,2019-06-02,2019-06-02
424,51,11,1164,30,15.96,2019-06-02,2019-06-02
425,56,37,1068,37,13.86,2019-06-02,2019-06-02
426,7,24,1845,28,11.654,2019-06-02,2019-06-02
427,31,42,1462,59,2.5,2019-06-02,2019-06-02
428,5,20,1455,57,17.0,2019-06-02,2019-06-02
429,25,16,1165,86,11.19,2019-06-02,2019-06-02
430,13,6,478,12,18.45,2019-06-02,2019-06-02
431,32,46,835,65,1.274,2019-06-02,2019-06-02
432,50,55,311,31,6.877,2019-06-02,2019-06-02
433,32,30,1689,91,15.6,2019-06-02,2019-06-02
434,51,12,290,2,13.219,2019-06-02,2019-06-02
435,15,55,1403,56,6.0,2019-06-02,2019-06-02
436,36,7,243,25,5.1,2019-06-02,2019-06-02
437,44,19,1741,18,9.467,2019-06-02,2019-06-02
438,14,60,1004,55,3.898,2019-06-02,2019-06-02
439,54,47,1881,14,18.72,2019-06-02,2019-06-02
440,22,24,149,48,7.586,2019-06-02,2019-06-02
441,28,12,409,47,13.1,2019-06-02,2019-06-02
442,26,12,308,40,14.327,2019-06-02,2019-06-02
443,25,9,1458,87,9.424,2019-06-02,2019-06-02
444,25,2,57,20,16.974,2019-06-02,2019-06-02
445,43,53,713,6,8.739,2019-06-02,2019-06-02
446,29,7,1920,48,5.581,2019-06-02,2019-06-02
447,1,56,384,32,14.054,2019-06-02,2019-06-02
448,23,10,494,1,8.21,2019-06-02,2019-06-02
449,53,55,917,84,2.729,2019-06-02,2019-06-02
450,19,27,869,77,1.852,2019-06-02,2019-06-02
451,41,54,1184,69,4.775,2019-06-02,2019-06-02
452,3,19,1370,41,19.833,2019-06-02,2019-06-02
453,18,11,1271,54,17.962,2019-06-02,2019-06-02
454,49,51,1908,61,18.044,2019-06-02,2019-06-02
455,12,1,906,19,9.21,2019-06-02,2019-06-02
456,51,42,1984,95,15.0,2019-06-02,2019-06-02
457,31,53,1625,69,5.445,2019-06-02,2019-06-02
458,46,26,1519,85,7.637,2019-06-02,2019-06-02
459,39,5,910,94,6.794,2019-06-02,2019-06-02
460,40,41,1345,22,2.838,2019-06-02,2019-06-02
461,22,47,1953,20,4.034,2019-06-02,2019-06-02
462,28,19,347,18,3.493,2019-06-02,2019-06-02
463,43,18,1639,61,4.147,2019-06-02,2019-06-02
464,18,36,716,54,1.524,2019-06-02,2019-06-02
465,42,22,12,87,19.0,2019-06-02,2019-06-02
466,15,28,774,67,7.57,2019-06-02,2019-06-02
467,33,1,1835,85,5.402,2019-06-02,2019-06-02
468,25,7,246,95,11.17,2019-06-02,2019-06-02
469,60,58,217,88,2.0,2019-06-02,2019-06-02
470,51,46,665,95,17.839,2019-06-02,2019-06-02
471,26,57,1461,67,8.28,2019-06-02,2019-06-02
472,41,43,1331,29,12.732,2019-06-02,2019-06-02
473,6,49,464,70,15.209,2019-06-02,2019-06-02
474,15,19,644,83,4.177,2019-06-02,2019-06-02
475,5,37,977,62,12.0,2019-06-02,2019-06-02
476,34,52,1385,1,18.0,2019-06-02,2019-06-02
477,44,24,732,5,18.881,2019-06-02,2019-06-02
478,17,31,1899,28,11.156,2019-06-02,2019-06-02
479,47,49,1137,48,10.079,2019-06-02,2019-06-02
480,10,33,522,87,7.0,2019-06-02,2019-06-02
481,52,29,487,37,6.254,2019-06-02,2019-06-02
482,42,23,1692,2,18.34,2019-06-02,2019-06-02
483,43,45,770,81,12.59,2019-06-02,2019-06-02
484,7,1,792,3,9.1,2019-06-02,2019-06-02
485,50,46,8,22,5.055,2019-06-02,2019-06-02
486,51,30,1228,35,14.716,2019-06-02,2019-06-02
487,26,49,308,92,17.234,2019-06-02,2019-06-02
488,54,18,1544,68,14.342,2019-06-02,2019-06-02
489,48,5,1436,88,10.8,2019-06-02,2019-06-02
490,46,36,201,78,1.548,2019-06-02,2019-06-02
491,8,48,1280,79,18.113,2019-06-02,2019-06-02
